날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
"2024-12-17","쌀밥","319.5kcal","고기국수(01)(05)(06)(10)","535.03kcal","간짜장밥(5)(6)(10)","501.59kcal","","","3112.57kcal"
"2024-12-17","쇠고기배추국(05)(06)(16)","37.32kcal","연잎밥","0kcal","게살계란탕(01)(05)(06)(08)","71.48kcal","","","3112.57kcal"
"2024-12-17","밥싸먹는훈제오리(15)","250kcal","도토리묵무침(05)(06)","18.38kcal","만두튀김(05)(06)(10)","731.46kcal","","","3112.57kcal"
"2024-12-17","진미채야채무침(06)(17)","102.33kcal","알배기배추겉절이(09)(16)","24.33kcal","아이스크림,떠먹는형(초코)(02)","370kcal","","","3112.57kcal"
"2024-12-17","백색우유(02)","65kcal","사과(후지)","42.63kcal","배추김치&단무지(09)","28.32kcal","","","3112.57kcal"
"2024-12-17","깍두기(09)","15.2kcal","","","","","","","3112.57kcal"
"2024-12-18","쌀밥","319.5kcal","찹쌀밥","351.5kcal","후리가케밥(01)(05)(06)(09)","344.16kcal","","","3514.28kcal"
"2024-12-18","물만둣국(01)(02)(05)(06)(10)(15)(16","240.73kcal","부대찌개(05)(06)(09)(10)(12)(15)(16)","270.42kcal","꼬치어묵탕(05)(06)(13)(16)(18)","115.83kcal","","","3514.28kcal"
"2024-12-18","돈육새송이야채볶음(05)(06)(10)","436.18kcal","궁중녹두전(05)(06)","40.4kcal","떡볶이&삶은계란(01)(05)(06)(08)(16)","373.29kcal","","","3514.28kcal"
"2024-12-18","매콤사각어묵볶음(05)(06)","99.65kcal","오징어야채무침(05)(06)(17)","164.18kcal","김말이튀김(05)(06)(13)(16)","592.2kcal","","","3514.28kcal"
"2024-12-18","백색우유(02)","65kcal","후식(1종)(급식부대별 품목 알러지 별도 표기 요망)","39kcal","깍두기(09)","15.2kcal","","","3514.28kcal"
"2024-12-18","배추김치(09)","47.04kcal","순무김치(09)","0kcal","","","","","3514.28kcal"
"2024-12-19","쌀밥","319.5kcal","찰현미밥","337.65kcal","새우버거(01)(02)(05)(06)(09)","1045.07kcal","","","3823.53kcal"
"2024-12-19","닭고기무국(05)(06)(15)","59.47kcal","홍합짬뽕찌개(05)(06)(17)(18)","66.68kcal","옥수수스프(02)(05)(06)","81.57kcal","","","3823.53kcal"
"2024-12-19","비엔나볶음&케찹(05)(06)(10)(12)","366.15kcal","돼지고기통마늘조림(05)(06)(10)","347.62kcal","백색우유(02)","65kcal","","","3823.53kcal"
"2024-11-22","배추김치(09)","47.04","총각김치(09)","0","","0","","","3243.31kcal"
"2024-11-23","통새우볶음밥(완)(01)(05)(09)","507.71","컵라면(06)","365","밥","319.5","","","2102.80kcal"
"2024-11-23","미소된장국(05)","33.92","","0","황태콩나물해장국(01)(05)(06)(16)","71.55","","","2102.80kcal"
"2024-11-23","닭가슴살샐러드(05)(06)(15)","10.62","","0","메추리알장조림(01)(05)(06)","196.17","","","2102.80kcal"
"2024-11-23","감귤","54.37","","0","쇠고기두부조림(05)(06)(16)","174.86","","","2102.80kcal"
"2024-11-23","백색우유(02)","65","","0","후식(1종)(급식부대별 품목 알러지 별도 표기 요망)","39","","","2102.80kcal"
"2024-11-23","시리얼(02)(04)(06)","218.06","","0","배추김치(09)","47.04","","","2102.80kcal"
"2024-11-23","수제초코파이(01)(02)(04)(05)(06)","0","","0","","0","","","2102.80kcal"
"2024-11-24","자메이카통다리바베큐(05)(12)(15)","310.5","밥","319.5","밥","319.5","","","3310.76kcal"
"2024-11-24","푸실리샐러드(완)(05)(06)(12)(16)","235","부대찌개(05)(06)(09)(10)(12)(15)(16)","289.42","콩나물국(05)(06)(09)","25.06","","","3310.76kcal"
"2024-11-24","크래미샌드위치(01)(02)(05)(06)(08)","586.93","제육고추장불고기(05)(06)(10)","115.19","부들어묵볶음(05)(06)(18)","127.28","","","3310.76kcal"
"2024-11-24","백색우유(02)","65","상추쌈(05)(06)","62.37","양념닭갈비(05)(06)(15)","838.21","","","3310.76kcal"
"2024-11-24","","0","컵형아이스크림(01)","0","백김치(수의)(09)","16.8","","","3310.76kcal"
"2024-11-24","","0","총각김치(09)","0","","0","","","3310.76kcal"
"2024-11-25","밥","319.5","잡곡밥","327.9","현미밥","337.65","","","3231.36kcal"
"2024-11-25","오징어무국(05)(06)(16)(17)","80.04","바지락아욱된장국(05)(06)(18)","38.74","참치고추장찌개(05)(06)(07)","101.5","","","3231.36kcal"
"2024-11-25","부채살불고기(05)(06)(16)","35.25","돈사태김치찜(05)(06)(10)","481.51","알감자버터구이(02)","543.07","","","3231.36kcal"
"2024-11-25","오믈렛(피자)(01)(02)(12)","324.2","두부구이&양념장(05)(06)","225.1","치즈함박스테이크(01)(02)(05)(06)(10)(16)","247.03","","","3231.36kcal"
"2024-11-25","백색우유(02)","65","사과(후지)","42.63","배추김치(09)","47.04","","","3231.36kcal"
"2024-11-25","깍두기(09)","15.2","섞박지(09)","0","","0","","","3231.36kcal"
"2024-11-26","밥","319.5","후리가케밥(소량)(01)(05)(06)(09)","107.49","흑미밥","338.25","","","2967.02kcal"
"2024-11-26","순두부김치찌개(05)(09)(10)(16)","56.12","꼬치어묵우동(05)(06)(13)(16)(18)","70.33","쇠고기무국(05)(06)(16)","50.83","","","2967.02kcal"
"2024-11-26","돼지고기부추볶음(05)(06)(10)","439.45","돈가스(02)(05)(06)(10)(12)(16)(18)","741.5","매콤돈육연탄불고기(05)(06)(10)","468.71","","","2967.02kcal"
"2024-11-26","간장깻잎지","8.07","단무지","6","오이된장무침(05)(06)(16)","21.73","","","2967.02kcal"
"2024-11-26","바나나맛우유(02)","237.8","후식(1종)(급식부대별 품목 알러지 별도 표기 요망)","39","총각김치(09)","0","","","2967.02kcal"
"2024-11-26","깍두기(09)","15.2","배추김치(09)","47.04","","0","","","2967.02kcal"
"2024-11-27","밥","319.5","찹쌀밥","351.5","스팸김치볶음밥(01)(05)(06)(10)(13)(18)","553.17","","","3219.87kcal"
"2024-11-27","햄두부찌개(05)(06)(10)(16)","155.85","닭장각삼계탕(15)","523.82","팽이버섯계란국(01)(05)(06)(16)","63.54","","","3219.87kcal"
"2024-11-27","갈릭미트볼조림(05)(06)(10)(18)","211.41","아삭이고추된장무침(05)(06)","35.78","대패삼겹살굴소스볶음(05)(06)(10)(18)","349.97","","","3219.87kcal"
"2024-11-27","무생채(09)","14.5","충무식오징어무침(05)(06)(17)","170.91","과일푸딩","116","","","3219.87kcal"
"2024-11-27","두유(05)","250","모듬김치(09)","41.68","깍두기(09)","15.2","","","3219.87kcal"
"2024-11-27","배추김치(09)","47.04","","0","","0","","","3219.87kcal"
"2024-11-28","밥","319.5","현미밥","337.65","포테이토칩(12)","245.6","","","3465.15kcal"
"2024-11-28","얼큰돈육찌개(05)(06)(10)(16)","74.06","버섯샤브국(02)(05)(06)(15)(16)","37.62","버팔로윙(05)(06)(15)","215.4","","","3465.15kcal"
"2024-11-28","밥싸먹는닭가슴살햄(15)","0","편육족발(02)(05)(06)(09)(10)(16)","349.67","톡톡콘치즈핫도그(01)(02)(05)(06)(10)(16)","812.96","","","3465.15kcal"
"2024-11-28","땅콩멸치조림(04)(05)(06)","47.45","명태초무침","78.73","시리얼(02)(04)(06)","218.06","","","3465.15kcal"
"2024-11-28","토핑형발효유(02)(06)","165","감귤","54.37","제로사이다","350","","","3465.15kcal"
"2024-11-28","배추김치(09)","47.04","배추김치(09)","47.04","백색우유(02)","65","","","3465.15kcal"
"2024-11-29","밥(소량)","106.5","검은콩밥(05)","340.15","찰보리밥(05)","335.3","","","3213.27kcal"
"2024-11-29","물만둣국(01)(05)(06)(10)(15)(16)(18)","216.19","두부된장찌개(05)(06)","118.02","감자옹심이국(05)(06)(16)","41.79","","","3213.27kcal"
"2024-11-29","불고기떡갈비&파인데리소스(02)(05)(06)(10)(12)(15)(16)","345.23","대패삼겹살구이(10)","478.17","쏘세지롤도그(06)(10)(12)","530.5","","","3213.27kcal"
"2024-11-29","무말랭이무침","85.35","참나물겉절이(05)(06)","26.22","큐브스테이크(01)(02)(05)(06)(10)(13)(16)","415.01","","","3213.27kcal"
"2024-11-29","백색우유(02)","65","호빵(06)(12)","47.6","총각김치(09)","0","","","3213.27kcal"
"2024-11-29","배추김치(09)","47.04","깍두기(09)","15.2","","0","","","3213.27kcal"
"2024-11-30","군모닝(01)(02)(05)(06)(10)","500.1","","0","밥","319.5","","","1976.15kcal"
"2024-11-30","부추스크램블에그(01)(05)(12)","133.28","","0","쇠고기콩나물국(05)(06)(16)","40.06","","","1976.15kcal"
"2024-11-30","닭다리살핫칠리구이(볶음)(05)(06)(15)","40.33","","0","돼지고기깻잎볶음(05)(06)(10)","349.84","","","1976.15kcal"
"2024-11-30","시리얼(02)(04)(06)","218.06","","0","오이지무침","3.19","","","1976.15kcal"
"2024-11-30","고구마샐러드&모닝빵(01)(02)(05)(06)","220.75","","0","후식(1종)(급식부대별 품목 알러지 별도 표기 요망)","39","","","1976.15kcal"
"2024-11-30","바나나","0","","0","배추김치(09)","47.04","","","1976.15kcal"
"2024-11-30","백색우유(02)","65","","0","","0","","","1976.15kcal"
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"2024-12-01","전복죽(완)(18)","0kcal","쌀밥","319.5kcal","쌀밥","319.5kcal","","","2585.68kcal"
"2024-12-01","쇠고기장조림(완)(01)(05)(16)","308.25kcal","바지락아욱된장국(05)(06)(18)","38.74kcal","부대찌개(05)(06)(09)(10)(12)(15)(16)","270.42kcal","","","2585.68kcal"
"2024-12-01","시리얼(02)(04)(06)","218.06kcal","순살안동찜닭(02)(05)(06)(15)","594.91kcal","명란떡갈비(05)(06)(10)","374.85kcal","","","2585.68kcal"
"2024-12-01","백색우유(02)","65kcal","오이양파무침(05)(06)","22.45kcal","양념깻잎지(05)(06)","18kcal","","","2585.68kcal"
"2024-12-01","깍두기(09)","15.2kcal","총각김치(09)","20.8kcal","열무김치(09)","0kcal","","","2585.68kcal"
"2024-12-02","쌀밥","319.5kcal","혼합잡곡밥","339.25kcal","오므라이스(완)(01)(02)(05)(06)(10)(12)(15)(16)(18)","624.16kcal","","","3684.84kcal"
"2024-12-02","쇠고기감자국(05)(06)(16)","54.05kcal","미역국(05)(06)","9.53kcal","팽이버섯유부장국(01)(05)(06)","33.04kcal","","","3684.84kcal"
"2024-12-02","비엔나소시지야채볶음(05)(06)","281.19kcal","잡채(05)(06)(10)","307.08kcal","치킨텐더(01)(06)(12)(15)","702.2kcal","","","3684.84kcal"
"2024-12-02","멸치고추장볶음(05)(06)","120.81kcal","돈대갈비찜(05)(06)(10)","468.19kcal","양배추콘샐러드(01)(05)(06)(12)(16)(18)","166.76kcal","","","3684.84kcal"
"2024-12-02","토핑형발효유(02)(06)","165kcal","조각케익(01)(02)(04)(05)(06)","0kcal","배추김치(09)","47.04kcal","","","3684.84kcal"
"2024-12-02","배추김치(09)","47.04kcal","순무김치(09)","0kcal","","","","","3684.84kcal"
"2024-12-03","쌀밥","319.5kcal","쌀밥(소량)","106.5kcal","흑미밥","338.25kcal","","","3735.34kcal"
"2024-12-03","감자호박국(05)(06)(09)","51.76kcal","낙지짬뽕(05)(09)(17)(18)","418.61kcal","뼈없는감자탕(05)(06)(10)","584.09kcal","","","3735.34kcal"
"2024-12-03","돈육김치볶음(09)(10)","185.24kcal","꿔바로우(01)(05)(06)(15)","617.76kcal","쇠고기버섯볶음(05)(06)(16)","512.68kcal","","","3735.34kcal"
"2024-12-03","두부찜(05)","276kcal","단무지","6kcal","김치전(05)(06)(09)","122.14kcal","","","3735.34kcal"
"2024-12-03","백색우유(02)","65kcal","감귤","54.37kcal","깍두기(09)","15.2kcal","","","3735.34kcal"
"2024-12-03","깍두기(09)","15.2kcal","배추김치(09)","47.04kcal","","","","","3735.34kcal"
"2024-12-04","쌀밥","319.5kcal","현미밥","337.65kcal","조밥","337.35kcal","","","2409.65kcal"
"2024-12-04","오징어무국(05)(06)(16)(17)","80.12kcal","곱창전골(완)(05)(06)(10)","11.16kcal","쇠고기배추국(05)(06)(16)","37.32kcal","","","2409.65kcal"
"2024-12-04","한입떡갈비(02)(05)(06)(07)(10)(13)(16)","304.04kcal","고등어조림(구이)(05)(06)(07)","279.38kcal","베이컨감자채볶음(05)(10)(13)","175.73kcal","","","2409.65kcal"
"2024-12-04","시금치된장무침(05)(06)(16)","23.44kcal","양파간장절임(05)(06)","28.22kcal","생선가스&치폴레소스(01)(05)(12)(13)(16)","321.9kcal","","","2409.65kcal"
"2024-12-04","백색우유(02)","65kcal","워터젤리(깔라만시)","0kcal","깍두기(09)","15.2kcal","","","2409.65kcal"
"2024-12-04","배추김치(09)","47.04kcal","섞박지(09)","26.6kcal","","","","","2409.65kcal"
"2024-12-05","쌀밥","319.5kcal","들깨수제비(05)(06)","66.64kcal","수제치킨버거(01)(02)(05)(06)(12)","989.83kcal","","","3140.10kcal"
"2024-12-05","돼지고기짜글이(05)(06)(10)(16)","181.45kcal","잡곡밥","327.9kcal","오지치즈후라이(02)(05)(06)(10)","471.27kcal","","","3140.10kcal"
"2024-12-05","사각어묵볶음(05)(06)(18)","99.41kcal","오리고추장불고기(05)(06)(15)","19.19kcal","브로콜리크림스프(02)(06)","4.03kcal","","","3140.10kcal"
"2024-12-05","꽈리고추메추리알조림(01)(05)(06)(10)","181.68kcal","후식(1종)(급식부대별 품목 알러지 별도 표기 요망)","39kcal","백색우유(02)","65kcal","","","3140.10kcal"
"2024-12-05","배추김치(09)","47.04kcal","깻잎&쌈무","60.1kcal","시리얼(02)(04)(06)","218.06kcal","","","3140.10kcal"
"2024-11-08","연두부양념장(05)(06)","72.25","삼치구이&깐풍소스(05)(06)(07)","178.5","쫄면콩나물무침(05)(06)","215.5","","","3643.08kcal"
"2024-11-08","가공우유(메론)(02)","190","에이드","115","깍두기(09)","15.2","","","3643.08kcal"
"2024-11-08","배추김치(09)","47.04","섞박지(09)","0","","0","","","3643.08kcal"
"2024-11-09","철판감자탕볶음밥(완)(02)(05)(06)(10)(16)","697.28","컵라면(06)","365","밥","319.5","","","2781.97kcal"
"2024-11-09","앙버터모닝빵(01)(02)(06)","0","","0","버섯샤브국(02)(05)(06)(15)(16)","37.62","","","2781.97kcal"
"2024-11-09","토마토스크램블에그(01)(05)(12)","113.99","","0","훈제삼겹통마늘볶음(01)(02)(05)(10)(18)","703.38","","","2781.97kcal"
"2024-11-09","시리얼(02)(04)(06)","218.06","","0","오징어젓갈무말랭이무침(17)","58.9","","","2781.97kcal"
"2024-11-09","백색우유(02)","65","","0","후식(1종)(급식부대별 품목 알러지 별도 표기 요망)","39","","","2781.97kcal"
"2024-11-09","세척사과","106.58","","0","배추김치(09)","47.04","","","2781.97kcal"
"2024-11-09","닭가슴살샐러드(05)(06)(15)","10.62","","0","","0","","","2781.97kcal"
"2024-11-10","햄치즈에그샌드위치(01)(02)(05)(06)(10)(12)","432.95","밥","319.5","밥","319.5","","","2695.73kcal"
"2024-11-10","베이컨구이(10)","232","청양계란국(01)(16)","77.59","쇠고기감자국(05)(06)(16)","54.05","","","2695.73kcal"
"2024-11-10","블랙페퍼닭가슴살(15)","0","바베큐폭립(02)(05)(06)(10)(12)(13)","228.51","닭매운찜(05)(06)(15)","329.4","","","2695.73kcal"
"2024-11-10","백색우유(02)","65","팩형아이스크림(02)","255","양파간장절임(05)(06)","28.46","","","2695.73kcal"
"2024-11-10","시리얼(02)(04)(06)","218.06","리코타치즈샐러드(02)","118.91","백김치(수의)(09)","16.8","","","2695.73kcal"
"2024-11-10","","0","총각김치(09)","0","","0","","","2695.73kcal"
"2024-11-11","밥","319.5","통밀잡곡밥(06)","284.92","찹쌀밥","351.5","","","2960.96kcal"
"2024-11-11","미역국(05)(06)","9.53","순대내장탕(05)(06)(09)(10)(16)","421.82","만두속어묵탕(05)(06)(08)(10)(16)","139.42","","","2960.96kcal"
"2024-11-11","언양식반달불고기(02)(05)(06)(10)(12)(15)(16)","336.6","동태전(01)(05)(06)","225.98","오리고추장주물럭(05)(06)(15)","428.87","","","2960.96kcal"
"2024-11-11","명태채고추장조림(05)(06)","58.62","아삭이고추겉절이무침(09)","23.1","햄감자채볶음(06)(10)(13)","132.45","","","2960.96kcal"
"2024-11-11","백색우유(02)","65","깍두기(09)","15.2","감귤","54.37","","","2960.96kcal"
"2024-11-11","배추김치(09)","47.04","","0","배추김치(09)","47.04","","","2960.96kcal"
"2024-11-12","밥","319.5","흑미밥(소량)","107.5","베이컨대파볶음밥(05)(06)(10)(18)","613.95","","","2787.47kcal"
"2024-11-12","쇠고기배추국(05)(06)(16)","33.47","낙지짬뽕(05)(09)(17)(18)","416.45","유부장국(01)(05)(06)","39.02","","","2787.47kcal"
"2024-11-12","닭간장소스찜(05)(06)(15)(16)","552.67","빠오즈(05)(06)(10)","0","맛밤송송함박스테이크(02)(05)(06)(10)(12)(15)(16)","354.6","","","2787.47kcal"
"2024-11-12","양념깻잎지(05)(06)","18","과일바","150","오이지무침","3.19","","","2787.47kcal"
"2024-11-12","백색우유(02)","65","배추김치&단무지(09)","28.32","마시는발효유(02)","70.6","","","2787.47kcal"
"2024-11-12","깍두기(09)","15.2","","0","총각김치(09)","0","","","2787.47kcal"
"2024-11-13","밥","319.5","찰보리밥(05)","335.3","현미밥","337.65","","","3603.50kcal"
"2024-11-13","돼지고기애호박찌개(10)(16)","77.18","감자옹심이들깨탕(05)(06)(16)","31.17","묵은지김치찌개(05)(06)(09)(10)(16)","270.36","","","3603.50kcal"
"2024-11-13","김치볶음(09)","64.78","비빔막국수(03)(05)(06)","250.42","새송이버섯햄볶음(06)(10)(13)(16)","128.3","","","3603.50kcal"
"2024-11-13","밥싸먹는훈제오리(15)","500","족발&새우젓무침(09)(10)","426.25","매콤닭봉조림(02)(05)(06)(10)(15)(16)(18)","488.72","","","3603.50kcal"
